Industry_Sector,Round,Investor_Equity_Total,Age,Round_Equity_Total,Company_Status,Investment_Date,Num_Investors,Disclosed_Equity_Contribution,Location,Duration
Technology,1,2500000,19,,Active,2021-07-29,1,2500200,Colorado,2
Financials,1,2500000,0,,Active,2021-08-06,1,2500200,California,3
Healthcare,1,2500000,43,,Active,2021-08-04,1,2499900,Texas,5
Technology,1,2500000,19,,Active,2021-08-11,1,2499700,Massachusetts,3
Technology,1,2500000,20,,Active,2021-08-23,1,2500000,Pennsylvania,75
Industrials,1,2500000,0,,Active,2021-02-22,1,2500000,California,185
Technology,1,2500000,66,,Active,2021-08-25,1,2500200,Missouri,2
Technology,1,2500000,17,,Active,2021-08-26,1,2500000,California,2
Healthcare,1,2502000,0,,Active,2021-08-31,2,2502000,New York,2
Technology,1,2500000,20,,Active,2021-09-09,1,2500000,Texas,1
Technology,1,2500000,20,,Active,2021-09-09,1,2500000,Colorado,2
Technology,1,2500000,0,,Active,2021-10-12,1,2499700,New Jersey,69
Technology,1,2500000,45,,Active,2021-10-14,1,2500000,California,1
Technology,1,2500000,21,,Active,2021-10-07,1,2500000,California,14
Technology,1,2500000,0,,Active,2021-10-22,1,2499900,Georgia,1
Technology,1,2500000,0,,Active,2021-10-25,1,2500000,California,1
Real Estate,1,2500000,30,,Active,2021-03-17,1,2500200,D. of Columbia,8
Consumer Non-Cyclicals,1,2500000,0,,Active,2021-02-03,1,2500000,Utah,44
Healthcare,1,2500000,0,,Active,2021-04-19,1,2500200,Delaware,1
Healthcare,1,2500000,16,,Active,2021-04-28,1,2500000,California,1
Healthcare,1,2500000,0,,Active,2021-05-03,2,3005000,California,282
Technology,1,2500000,8,,Active,2021-05-18,1,2500200,Florida,1
Technology,1,2500000,6,,Active,2021-05-21,1,2500000,Florida,45
Technology,1,2500000,29,,Active,2021-05-27,1,2499900,Alabama,1
Technology,1,2500000,17,,Active,2021-06-02,1,2500000,California,3
Technology,2,0,3,,Active,2020-12-04,2,2500200,California,200
Technology,1,2500000,22,,Active,2021-11-02,1,2500200,New York,1
Technology,1,2500000,22,,Active,2021-11-02,1,2499900,California,3
Technology,1,2500000,0,,Active,2021-11-16,1,2500000,Tennessee,1
Basic Materials,1,2500000,59,,Active,2021-11-23,1,2499900,California,1
Technology,1,2500000,35,,Active,2021-12-08,1,2500200,Texas,2
Technology,2,2000000,0,,Active,2019-03-13,2,2500000,New York,1008
Technology,1,2500000,32,,Active,2021-12-13,1,2500000,Colorado,5
Consumer Cyclicals,1,2500000,0,,Active,2022-01-10,1,2500200,New York,1
Technology,1,2500000,12,,Active,2022-01-11,1,2499700,California,2
Technology,1,2500000,0,,Active,2022-01-12,1,2499900,California,1
Technology,2,1800000,45,,Active,2015-10-13,3,8722000,California,1830
Technology,2,488000,0,,Active,2014-12-01,3,2987900,Texas,16
Consumer Cyclicals,1,2486000,18,,Active,2012-07-11,4,236469000,California,1178
Technology,2,2490000,0,,Active,2014-08-11,10,63602200,New York,425
Technology,3,500000,30,,Active,2013-07-12,4,3480000,Missouri,1235
Consumer Non-Cyclicals,1,2480000,0,,Active,2018-04-02,1,2480000,California,8
Industrials,2,1000000,32,,Active,2018-09-10,4,11484900,Washington,87
Consumer Cyclicals,2,478000,40,,Active,2021-02-12,2,2477900,California,270
Technology,3,974000,16,,Active,2014-11-25,4,8774000,California,177
Technology,2,1500000,0,,Acquisition,2017-06-15,2,2470000,Michigan,1
Technology,3,348000,41,,Active,2014-06-12,5,5532000,Washington,900
Healthcare,1,2465000,34,,Active,2013-11-06,6,22527000,Arizona,258
Healthcare,2,2075000,0,,Active,2019-07-10,2,2455000,California,665
Technology,2,2000000,0,,Acquisition,2016-09-07,2,2450000,Pennsylvania,82
Healthcare,4,1500000,51,,Active,2016-06-06,8,38815000,Pennsylvania,175
Technology,2,2250000,0,,Active,2016-04-06,5,4497000,Pennsylvania,1089
Technology,1,2453000,0,,Acquisition,2015-07-10,1,2453000,New Jersey,0
Technology,1,2450000,0,,Acquisition,2014-05-29,3,2450000,Missouri,638
Technology,2,1150000,18,,Active,2019-07-12,3,2450000,Oregon,382
Healthcare,2,949000,44,,Active,2020-09-08,2,2449000,Florida,2
Technology,1,2450000,0,,Active,2020-10-14,1,2450000,Ohio,3
Technology,1,2440000,62,,Active,2021-03-02,1,2440000,D. of Columbia,22
Technology,1,2434000,63,,Active,2012-01-03,6,14122000,New York,1791
Consumer Cyclicals,2,2434000,28,,Active,2012-08-10,2,2434000,New York,608
Consumer Non-Cyclicals,1,2426000,35,,Active,2021-11-30,3,10301000,California,1
Technology,2,2424000,0,,Active,2013-09-26,2,2424100,California,1988
Consumer Non-Cyclicals,2,2300000,0,,Active,2018-07-30,2,2420000,California,144
Industrials,1,2417000,0,,Active,2018-11-29,1,2417100,Georgia,5
Technology,3,1500000,0,,Active,2014-01-16,5,3729000,Massachusetts,1047
Technology,1,2405000,0,,Active,2019-04-29,1,2405200,California,148
Consumer Cyclicals,3,900000,26,,Active,2013-02-15,9,133401600,California,1382
Consumer Cyclicals,1,2400000,0,,Active,2016-05-11,2,4200000,California,201
Technology,1,2400000,36,,Active,2016-03-16,1,2400000,New York,257
Technology,2,1850000,22,,Acquisition,2016-07-08,2,2400000,Nebraska,181
Technology,1,2400000,29,,Active,2012-05-19,1,2400000,California,691
Healthcare,2,2397000,42,,Active,2013-11-17,5,9846000,California,300
Technology,1,2400000,0,,Acquisition,2014-12-04,1,2400000,Georgia,12
Technology,2,745000,0,,Active,2014-10-17,2,2395000,Tennessee,83
Technology,1,2400000,44,,Active,2015-08-28,1,2400000,Arkansas,42
Technology,1,2400000,0,,Acquisition,2014-05-01,1,2400000,Washington,799
Technology,1,2400000,0,,Active,2016-03-23,1,2400000,Kentucky,0
Technology,2,1200000,14,,Acquisition,2012-03-20,2,2400000,New York,751
Technology,1,2400000,18,,Acquisition,2012-07-16,1,2400000,California,765
Technology,1,2400000,5,,Pending Acquisition,2012-06-06,1,2400000,California,806
Technology,1,2400000,0,,Active,2013-11-05,2,5300000,Washington,694
Technology,1,2400000,50,,Active,2013-02-19,7,269900000,California,2169
Technology,1,2400000,49,,Active,2016-02-08,1,2400000,California,1580
Technology,1,2400000,53,,Active,2015-05-28,5,9741000,California,2304
Healthcare,1,2400000,0,,Active,2017-07-13,1,2400000,Washington,12
Technology,2,2400000,0,,Acquisition,2017-08-17,2,2400000,New York,1
Industrials,1,2400000,0,,Active,2013-11-20,2,2400300,California,1933
Technology,1,2400000,0,,Active,2017-10-06,1,2400000,New York,5
Industrials,1,2400000,33,,Active,2017-10-03,1,2400000,New York,37
Consumer Non-Cyclicals,1,2400000,0,,Active,2015-04-09,1,2400000,California,998
Technology,1,2400000,24,,Active,2017-12-18,1,2400000,Illinois,17
Industrials,1,2400000,30,,Active,2018-07-03,1,2400000,New York,1151
Industrials,1,2400000,20,,Active,2018-09-11,1,2400000,California,3
Consumer Non-Cyclicals,1,2403000,20,,Active,2018-10-18,1,2403000,New York,1
Healthcare,1,2400000,51,,Active,2017-03-24,6,21516800,Missouri,1718
Technology,1,2400000,11,,Active,2018-12-11,1,2400000,Florida,2
Technology,1,2400000,24,,Active,2020-03-06,1,2400000,Missouri,1
Technology,1,2400000,0,,Active,2020-06-05,1,2400000,California,6
Technology,1,2400000,0,,Active,2019-07-15,2,2400000,California,10
Technology,2,0,36,,Active,2018-12-18,3,12400000,Alabama,280
Technology,1,2400000,45,,Active,2019-10-07,3,11970000,California,19
Technology,1,2400000,41,,Active,2021-05-26,1,2400300,Delaware,183
Industrials,1,2400000,0,,Active,2022-01-31,1,2400000,New York,1
Healthcare,1,2389000,63,,Active,2012-04-17,5,19097000,California,960
Technology,1,2388000,17,,Active,2014-06-12,2,2388000,California,1119
Technology,1,2387000,44,,Active,2016-08-20,2,3904100,New York,678
Industrials,1,2375000,0,,Active,2012-07-03,9,17491900,California,1103
Technology,2,328000,74,,Active,2017-03-02,4,27763000,Illinois,1064
Technology,3,2000000,0,,Active,2018-03-27,6,2375000,Ohio,6
Technology,2,2000000,19,,Active,2018-08-14,2,2377000,California,2
Technology,1,2383000,26,,Acquisition,2020-03-05,2,3533200,Texas,587
Technology,1,2377000,0,,Active,2020-07-15,1,2377000,Massachusetts,5
Technology,1,2385000,78,,Active,2019-06-19,4,42385000,Maryland,931
Technology,3,760000,0,,Active,2017-01-03,3,2367900,Maine,714
Technology,1,2371000,41,,Active,2016-06-09,3,3772200,Massachusetts,2
Industrials,2,1121000,0,,Acquisition,2013-11-26,7,9151000,Tennessee,2691
Technology,2,2250000,20,,Active,2018-08-30,2,2370400,California,1
Technology,1,2372000,38,,Active,2019-03-06,1,2372100,California,2
Technology,1,2372000,33,,Active,2021-11-01,1,2372400,New York,1
Technology,2,599000,39,,Active,2015-03-25,4,34860000,California,614
Technology,2,1435000,26,,Acquisition,2019-03-18,2,2364200,Colorado,9
Healthcare,1,2350000,42,,Active,2015-07-15,3,7866000,Massachusetts,797
Consumer Non-Cyclicals,2,2250000,0,,Active,2016-10-14,2,2350000,Massachusetts,893
Technology,1,2350000,47,,Acquisition,2013-01-11,1,2350000,New York,2447
Technology,2,249000,0,,Active,2020-06-23,2,2349000,Georgia,27
Technology,1,2347000,10,,Active,2020-11-12,1,2347200,New York,463
Industrials,1,2345000,0,,Active,2021-01-05,1,2345000,Puerto Rico,106
Technology,1,2340000,22,,Active,2014-02-12,1,2340000,California,17
Industrials,3,1215000,0,,Active,2013-03-19,5,2329000,California,575
Technology,2,800000,20,,Acquisition,2013-09-10,4,3206000,Oregon,884
Technology,1,2333000,41,,Active,2012-05-31,1,2333100,New York,679
Consumer Non-Cyclicals,2,1978000,0,,Active,2020-08-07,2,2328000,Georgia,45
Technology,1,2331000,7,,Acquisition,2019-08-15,1,2331000,Washington,640
Industrials,1,2329000,7,,Active,2021-08-05,1,2329000,Massachusetts,22
Technology,1,0,0,,Active,2013-01-07,5,18714900,New York,1278
Industrials,1,2320000,0,,Active,2014-04-11,3,42320000,Texas,183
Technology,1,2320000,38,,Active,2017-03-09,2,10420000,Connecticut,0
Technology,1,2318000,24,,Active,2022-02-08,1,2318000,California,3
Healthcare,1,2320000,32,,Active,2021-07-01,1,2320000,Florida,196
Technology,2,2000000,17,,Active,2014-09-02,9,63681100,California,1624
Technology,1,2311000,38,,Active,2014-04-04,2,2811100,Florida,1071
Technology,2,1300000,0,,Active,2016-05-31,2,2300000,Colorado,181
Technology,1,2300000,0,,Acquisition,2016-12-08,1,2300000,New York,0
Consumer Cyclicals,2,1100000,31,,Active,2013-07-29,2,2300000,California,233
Technology,1,2300000,0,,Acquisition,2015-03-26,1,2300000,California,14
Technology,1,2300000,0,,Acquisition,2014-09-10,1,2300000,California,169
Technology,1,2300000,0,,Active,2014-10-10,1,2300400,California,2509
Technology,1,2303000,0,,Active,2015-07-09,1,2303000,New Hampshire,1831
Technology,2,2000000,40,,Active,2015-04-21,6,22768000,California,30
Industrials,1,2300000,0,,Active,2016-02-10,3,2350000,Oregon,1354
Technology,1,2300000,23,,Acquisition,2012-11-15,1,2300000,Massachusetts,1331
Technology,1,2300000,0,,Active,2014-02-28,1,2300000,California,2277
Technology,1,2300000,0,,Active,2016-10-12,2,3937000,New York,0
Technology,1,2300000,46,,Active,2012-11-06,3,9360800,California,520
Technology,2,900000,29,,Active,2012-07-13,2,2300000,Illinois,636
Technology,2,1000000,36,,Active,2017-01-11,2,2300000,Maryland,1
Technology,1,2300000,26,,Active,2017-03-17,3,5000100,Virginia,4
Technology,1,2300000,0,,Active,2015-08-21,1,2300000,Massachusetts,669
Technology,1,2300000,38,,Active,2013-03-04,4,4226800,Michigan,1641
Technology,1,2300000,0,,Active,2017-09-28,1,2300100,California,4
Technology,1,2300000,56,,Active,2013-08-21,1,2300200,California,2024
Healthcare,1,2300000,34,,LBO,2018-01-11,9,3160000,Pennsylvania,86
Technology,1,2300000,0,,Active,2015-10-06,3,4645000,Massachusetts,949
Consumer Non-Cyclicals,1,2300000,0,,Active,2018-07-17,1,2300000,California,1
Technology,1,2300000,0,,Active,2016-12-13,3,10800100,California,680
Healthcare,1,2300000,0,,Active,2019-02-12,1,2300000,New York,2
Technology,3,500000,0,,Active,2019-04-12,3,2304000,North Carolina,7
Technology,1,2300000,19,,Active,2020-04-08,1,2300200,California,395
Technology,1,2300000,0,,Active,2020-06-10,2,2300000,Virginia,44
Technology,1,2300000,23,,Active,2020-10-06,1,2300200,California,329
Technology,1,2300000,33,,Active,2020-09-29,1,2300200,Washington,237
Technology,1,2300000,0,,Active,2021-02-17,1,2300000,Oregon,1
Healthcare,1,2300000,50,,Active,2021-02-23,2,2450000,Texas,338
Technology,1,2300000,34,,Active,2019-11-05,3,20700200,California,804
Consumer Non-Cyclicals,1,2300000,0,,Active,2021-08-03,1,2300000,New York,1
Healthcare,1,2300000,0,,Active,2021-10-12,1,2300200,Wisconsin,83
Healthcare,1,2300000,46,,Active,2021-10-19,1,2300000,Texas,2
Technology,1,2300000,39,,Active,2021-03-30,1,2300100,Delaware,205
Technology,1,2300000,39,,Active,2021-03-25,1,2299800,California,11
Technology,1,2300000,14,,Active,2021-06-10,1,2299500,California,159
Consumer Non-Cyclicals,1,2300000,0,,Active,2021-11-18,1,2300000,California,5
Technology,1,2289000,13,,Active,2014-08-07,1,2289000,Colorado,2577
Technology,2,750000,0,,Acquisition,2012-11-21,3,3382000,California,499
Technology,2,0,41,,Active,2012-05-26,10,30821800,New York,1334
Healthcare,1,2274000,0,,Active,2014-02-10,2,3304000,Colorado,2663
Technology,1,2265000,24,,Acquisition,2013-01-09,1,2265200,California,2837
Technology,1,2273000,0,,Active,2020-10-29,1,2273000,Florida,7
Financials,1,2260000,0,,Acquisition,2013-07-09,3,14327900,Oregon,275
Healthcare,3,250000,76,,Active,2015-07-08,5,3167000,Pennsylvania,0
Technology,1,2255000,43,,Pending Acquisition,2015-08-05,3,14287000,Illinois,182
Healthcare,2,1625000,66,,Active,2013-07-03,6,8200000,Texas,1244
Technology,1,2250000,5,,Acquisition,2015-03-20,1,2250000,New York,619
Technology,2,25000,36,,Active,2012-01-09,2,2249000,New York,734
Healthcare,2,250000,51,,Active,2012-07-13,2,2250000,Ohio,636
Technology,2,1200000,17,,Active,2014-11-28,3,7250000,Texas,1531
Technology,1,2247000,0,,Acquisition,2014-11-26,2,2247000,New York,46
Technology,2,2000000,14,,Active,2013-12-16,7,246890000,California,2713
Technology,2,2000000,0,,Active,2016-01-06,2,2250000,Hawaii,0
Technology,1,2250000,0,,Active,2015-06-26,1,2250400,California,1
Technology,2,2250000,20,,Active,2014-08-20,7,65906600,New York,616
Industrials,2,1250000,74,,Acquisition,2014-04-09,6,14750000,Massachusetts,821
Technology,2,2000000,0,,Acquisition,2017-04-06,2,2250100,California,1
Technology,1,2250000,5,,Active,2017-01-18,1,2250400,California,1237
Technology,1,2250000,0,,Active,2017-04-18,1,2250000,Illinois,73
Technology,1,2250000,9,,Active,2017-12-26,1,2250000,California,1025
Technology,2,2250000,51,,Active,2017-04-07,5,37250000,Ohio,319
Technology,2,1000000,15,,Active,2018-06-08,2,2250000,Ohio,5
Technology,1,0,29,,Active,2018-07-13,2,10899000,Minnesota,1052
Technology,1,2250000,0,,Active,2017-10-04,2,2250000,Michigan,302
Consumer Cyclicals,1,2250000,0,,Active,2018-09-13,5,4650000,New Jersey,383
Technology,1,2250000,0,,Acquisition,2020-09-11,1,2250000,New York,264
Technology,1,2250000,25,,Active,2021-02-09,1,2250000,California,1
Healthcare,1,2250000,0,,Active,2020-01-28,1,2250000,Washington,1
Technology,1,2250000,42,,Active,2022-02-10,1,2250000,California,1
Real Estate,1,2250000,0,,Active,2021-07-13,1,2250000,Florida,45
Technology,2,750000,34,,Active,2020-11-11,2,2250000,Georgia,302
Technology,1,2250000,18,,Active,2021-06-23,1,2250000,Washington,114
Technology,1,2250000,21,,Active,2021-10-14,1,2250000,Massachusetts,1
Technology,1,2250000,30,,Active,2021-04-16,1,2250000,Wisconsin,1
Technology,1,2250000,35,,Active,2021-12-08,1,2250000,Illinois,8
Financials,1,2250000,0,,Active,2022-01-27,1,2250000,New York,4
Technology,2,2000000,19,,Active,2016-07-20,2,2240000,Utah,131
Technology,1,2240000,0,,Acquisition,2018-07-16,1,2240100,New York,46
Healthcare,2,0,0,,Active,2020-02-12,3,2235000,New Jersey,2
Technology,1,2240000,13,,Active,2021-12-13,1,2240100,Florida,1
Technology,1,2225000,16,,Active,2014-10-16,2,4450100,New York,19
Technology,1,2230000,102,,Active,2020-04-14,1,2230000,Virginia,2
Technology,1,2217000,0,,Active,2014-04-22,3,3900600,Maryland,154
Consumer Non-Cyclicals,1,2215000,0,,Active,2016-07-21,1,2215200,California,1
Technology,1,2207000,46,,Active,2014-10-27,5,3807000,Connecticut,763
Technology,4,200000,55,,Active,2013-06-21,12,4333000,Pennsylvania,706
Healthcare,3,2055000,0,,Active,2013-04-10,5,2405000,Pennsylvania,1328
Consumer Cyclicals,3,1000000,46,,Active,2014-05-08,4,6700000,Illinois,935
Technology,2,2200000,0,,Acquisition,2014-05-07,2,2199900,Florida,936
Healthcare,1,2200000,0,,Active,2016-07-09,1,2200000,California,142
Healthcare,1,2200000,0,,Active,2016-01-08,2,2992000,Hawaii,325
Consumer Cyclicals,1,2200000,0,,Active,2015-02-02,1,2200000,New York,665
Technology,1,2200000,0,,Active,2016-12-13,4,115399900,New York,17
Technology,1,2200000,28,,Active,2014-05-07,1,2199900,California,1
Consumer Cyclicals,1,2200000,0,,Active,2014-09-03,1,2200000,California,1
Technology,1,2200000,0,,Active,2015-02-19,1,2200000,Virginia,2
Healthcare,1,2200000,0,,Active,2015-04-30,1,2200000,Oklahoma,0
Technology,1,2200000,0,,Active,2015-10-17,1,2199900,California,1945
Technology,1,2200000,0,,Active,2015-09-23,1,2200000,Massachusetts,14
Technology,1,2200000,0,,Acquisition,2015-05-28,1,2200000,California,1
Technology,1,2200000,58,,Active,2012-11-14,8,18252000,California,2893
Technology,2,700000,0,,Active,2015-06-12,5,25937000,Arizona,434
Technology,1,2200000,0,,Pending Acquisition,2016-08-31,3,8199700,Massachusetts,845
Technology,3,200000,10,,Acquisition,2016-04-07,4,22200100,New York,1177
Technology,1,2200000,19,,Active,2012-07-31,2,3700000,New York,1149
Technology,1,2200000,0,,Active,2012-08-14,1,2199900,California,2471
Industrials,2,2200000,0,,Active,2017-02-24,5,57134900,California,1088
Industrials,2,2200000,16,,Active,2015-05-07,2,2200200,California,790
Consumer Cyclicals,1,2200000,0,,Active,2017-05-29,2,12162200,New York,666
Consumer Non-Cyclicals,1,2200000,0,,Active,2018-02-23,1,2200000,California,3
Technology,1,2200000,41,,Acquisition,2017-08-09,3,42200000,California,253
Technology,1,2200000,0,,Active,2018-05-22,3,10200200,California,783
Technology,1,2200000,39,,Active,2015-04-16,8,132264900,Non-US,2010
Healthcare,1,2200000,0,,Active,2014-07-02,4,12608000,Missouri,1442
Technology,1,2200000,0,,Active,2019-03-21,1,2199900,Texas,7
Technology,1,2200000,0,,Active,2020-10-13,1,2200000,New York,1
Technology,2,2200000,0,,Active,2020-10-28,2,2199900,Georgia,96
Healthcare,1,2200000,24,,Active,2021-01-18,1,2200000,New York,0
Technology,1,2200000,30,,Active,2019-07-01,1,2199900,New York,2
Technology,1,2200000,35,,Active,2019-12-03,1,2199600,Georgia,633
Healthcare,1,2200000,59,,Active,2019-11-26,2,2200000,California,10
Consumer Cyclicals,1,2200000,20,,Active,2022-02-08,1,2200000,California,4
Consumer Non-Cyclicals,1,2200000,13,,Active,2022-02-14,1,2200100,California,1
Technology,1,2200000,27,,Active,2021-04-06,1,2200000,California,108
Technology,1,2200000,20,,Active,2021-08-26,1,2200000,California,0
Technology,1,2200000,25,,Active,2021-10-06,2,2350000,California,2
Technology,1,2200000,39,,Active,2021-04-07,1,2200000,California,1
Technology,1,2200000,0,,Active,2020-12-03,1,2200000,California,165
Healthcare,1,2200000,48,,Active,2021-12-27,1,2199600,Illinois,1
Technology,1,2200000,25,,Active,2022-02-02,1,2200200,New York,1
Healthcare,2,411000,29,,Acquisition,2016-06-02,5,5142000,Tennessee,179
Technology,5,150000,25,,Active,2014-01-28,5,2184000,Georgia,1035
Technology,1,2183000,24,,Active,2016-03-08,1,2183000,Washington,1
Technology,3,923000,40,,Active,2015-05-13,7,31134000,Wisconsin,565
Consumer Cyclicals,2,1511000,18,,Active,2015-04-17,2,2172000,Massachusetts,591
Technology,1,2170000,32,,LBO,2012-09-06,3,2170000,Massachusetts,796
Technology,1,2170000,46,,Active,2017-11-03,2,2170200,Illinois,1
Technology,1,2167000,0,,Active,2021-01-14,1,2166900,Oklahoma,20
Consumer Cyclicals,1,2162000,0,,Active,2015-05-06,1,2162000,New York,1
Healthcare,2,27000,53,,Active,2017-10-05,5,5455000,Kentucky,78
Technology,1,2161000,0,,Active,2015-10-07,1,2161000,New York,1088
Technology,1,2160000,40,,Active,2018-05-15,5,58966000,Massachusetts,300
Healthcare,1,2160000,38,,Active,2020-02-12,1,2160000,Connecticut,35
Technology,1,2156000,0,,Active,2020-03-27,1,2156000,Massachusetts,4
Technology,1,2161000,21,,Active,2019-10-22,3,2161000,Washington,785
Technology,1,2150000,29,,Active,2013-07-09,4,3310000,Maine,2521
Technology,2,901000,0,,Active,2016-05-06,4,2150800,New York,206
Consumer Non-Cyclicals,2,2149000,33,,Active,2016-09-29,5,13410000,Washington,1843
Healthcare,1,2150000,31,,Active,2013-04-30,2,2150000,California,157
Technology,1,2151000,45,,Acquisition,2014-01-22,2,6547800,California,609
Technology,1,2150000,45,,Acquisition,2012-10-01,20,393477600,Colorado,1159
Technology,1,2150000,0,,Active,2014-12-23,2,7570100,Utah,1609
Technology,1,2150000,42,,Active,2015-06-19,1,2150000,California,1
Technology,3,650000,0,,Active,2017-03-21,3,2150000,New Jersey,3
Technology,1,2150000,13,,Active,2018-06-01,1,2150100,Colorado,4
Consumer Non-Cyclicals,1,2150000,0,,Active,2019-05-02,3,10190100,California,4
Healthcare,1,2149000,49,,Active,2021-01-27,1,2149000,North Carolina,28
Consumer Non-Cyclicals,1,2147000,24,,Active,2021-06-10,1,2147000,D. of Columbia,106
Technology,2,0,0,,Active,2021-04-09,2,2153200,North Carolina,68
Consumer Cyclicals,1,2150000,19,,Active,2021-11-03,1,2150000,California,8
Technology,3,888000,0,,Active,2013-10-10,4,2131000,California,1145
Consumer Non-Cyclicals,1,2135000,39,,Active,2021-04-07,1,2135000,New York,6
Technology,2,25000,0,,Active,2015-07-10,3,2175000,Pennsylvania,0
Technology,1,2119000,38,,Active,2021-03-03,1,2119000,Texas,47
Healthcare,2,1250000,17,,Active,2013-05-29,6,37938000,Massachusetts,1326
Technology,1,2107000,53,,Active,2017-06-23,2,9107000,California,1531
Industrials,1,2109000,0,,Active,2013-06-06,3,4973800,Massachusetts,1570
Technology,3,1000000,0,,Acquisition,2012-10-04,3,2100000,California,1516
Technology,3,1525000,0,,Active,2013-04-23,3,2100200,Massachusetts,1315
Technology,1,2100000,0,,Active,2015-01-21,1,2100000,California,677
Technology,1,2100000,0,,Active,2016-12-23,1,2100000,Michigan,1552
Technology,2,0,33,,Active,2014-04-09,2,2100000,Utah,23
Healthcare,2,100000,0,,Active,2013-01-08,6,4250000,New York,640
Financials,1,2100000,40,,Active,2013-05-03,4,12420000,California,672
Consumer Cyclicals,1,2100000,29,,Active,2015-05-26,1,2100000,California,0
Healthcare,1,2100000,0,,Active,2014-07-29,3,2260000,Florida,594
Technology,1,2100000,26,,Active,2014-12-17,2,87100200,California,4
Technology,2,1000000,0,,Active,2016-03-16,2,2100000,California,3
Technology,1,2100000,21,,Acquisition,2015-10-07,1,2100000,New York,34
Technology,1,2100000,45,,Active,2014-11-26,8,24574900,Pennsylvania,490
Technology,1,2100000,28,,Acquisition,2012-05-10,2,4100000,Texas,700
Consumer Cyclicals,1,2100000,11,,Active,2013-11-13,1,2100000,Colorado,148
Consumer Cyclicals,1,2102600,39,,Active,2017-04-12,2,7102400,California,1726
Financials,1,2100000,0,,Active,2015-01-22,1,2099700,California,1497
Consumer Non-Cyclicals,1,2100000,9,,Acquisition,2012-10-16,1,2100000,California,2333
Technology,2,1258000,30,,Active,2014-07-09,6,14000000,California,1301
Industrials,1,2100000,30,,Acquisition,2018-05-16,2,3100000,Indiana,36
Technology,1,2100000,23,,Active,2018-12-04,1,2100000,Colorado,131
Technology,1,2100000,0,,Active,2018-12-19,1,2100000,California,6
Technology,1,2100000,9,,Active,2020-04-08,2,14100000,New York,535
Technology,2,2100000,0,,Active,2020-08-13,2,2100000,California,33
Technology,1,2100000,33,,Active,2020-10-01,1,2100000,Washington,2
Technology,1,2100000,33,,Active,2020-10-08,1,2100000,Massachusetts,453
Technology,1,2100000,0,,Active,2020-11-23,3,4465000,Maine,2
Technology,1,2100000,35,,Active,2020-11-27,1,2100000,California,3
Technology,1,2100000,0,,Active,2021-02-16,1,2100000,Minnesota,2
Government Activity,1,2100000,0,,Active,2020-01-21,1,2100000,California,1
Technology,1,2100000,19,,Active,2021-08-02,1,2100000,New York,1
Healthcare,1,2100000,29,,Active,2021-06-16,1,2100000,California,62
Technology,1,2100000,32,,Active,2021-08-17,1,2100000,Arizona,179
Industrials,1,2100000,0,,Active,2021-09-09,1,2100000,California,1
Healthcare,1,2100000,45,,Active,2021-10-06,1,2100000,Maine,2
Technology,1,2100000,1,,Active,2021-07-01,1,2099700,Georgia,128
Healthcare,1,2100000,22,,Active,2021-10-27,2,2100000,Illinois,1
Technology,1,2102000,0,,Active,2021-12-13,1,2102000,Georgia,9
Technology,1,2100000,36,,Active,2022-01-04,1,2100000,Washington,1
Industrials,1,2100000,9,,Active,2021-10-14,1,2100000,Massachusetts,103
Industrials,1,2100000,37,,Active,2020-01-21,1,2100000,New York,745
Technology,3,456000,38,,Active,2014-05-27,3,2094000,Texas,916
Healthcare,2,1572000,35,,Active,2014-12-18,2,2092000,California,1
Consumer Non-Cyclicals,1,2091000,0,,Active,2015-01-09,1,2091000,Iowa,33
Industrials,2,1676000,0,,Acquisition,2017-01-13,2,2087000,Massachusetts,50
Technology,2,1700000,36,,Active,2016-01-06,6,10295000,D. of Columbia,642
Technology,2,0,0,,Active,2017-12-15,2,2086000,California,1031
Technology,1,2093000,0,,Active,2020-07-29,1,2093000,Illinois,6
Healthcare,3,775000,0,,Active,2016-10-11,6,2349000,Pennsylvania,48
Technology,2,2084000,34,,Active,2016-11-10,4,33383800,Massachusetts,1681
Healthcare,1,2080000,56,,Active,2017-01-07,5,2593000,Connecticut,0
Technology,1,2083200,0,,Active,2016-09-29,1,2083200,Texas,1694
Technology,3,1250000,0,,Active,2013-10-13,3,2070000,Michigan,1142
Technology,2,775000,16,,Active,2015-05-18,4,10390900,California,1257
Consumer Non-Cyclicals,2,1074000,53,,Active,2020-06-10,4,6874000,New Jersey,7
Technology,1,2058000,32,,Active,2013-09-09,8,7760000,California,1768
Consumer Non-Cyclicals,2,560000,2,,Active,2018-07-24,2,2059900,Ohio,1130
Healthcare,4,932000,0,,Active,2018-09-20,5,2062000,Ohio,790
Technology,1,2046000,0,,Active,2013-06-21,2,4146000,California,1256
Technology,2,1054000,43,,Active,2014-01-17,5,2904000,Michigan,1046
Technology,1,2050000,40,,Active,2012-04-25,4,6950000,California,1060
Technology,2,1000000,26,,Active,2012-03-06,7,3731000,Maine,1126
Technology,1,2050000,31,,Acquisition,2012-08-10,3,3149900,Georgia,958
Technology,2,1200000,0,,Active,2013-08-08,2,2049800,California,245
Technology,1,2050000,0,,Active,2017-01-05,1,2050000,California,1075
Consumer Non-Cyclicals,2,50000,0,,Active,2019-12-06,2,2050000,Pennsylvania,5
Technology,1,2040000,50,,Active,2020-06-08,1,2040000,New York,399
